StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus,faculty
4185,8.4,1,3,2,78,4.5,Yes,No,80,80,NotPlaced,Computer Science
4186,7.6,0,1,0,73,4.3,No,Yes,55,69,Placed,Mechanical Engineering
4187,8.3,2,3,2,90,4.8,Yes,Yes,80,84,Placed,Computer Science
4188,7.9,2,2,2,90,4.8,Yes,Yes,72,77,Placed,Computer Science
4189,8.3,0,3,1,88,4.1,Yes,Yes,55,80,NotPlaced,Civil Engineering
4190,8.2,1,3,1,88,4.8,Yes,Yes,63,81,Placed,Mechanical Engineering
4191,8.3,1,2,0,85,4.6,Yes,Yes,73,77,NotPlaced,Civil Engineering
4192,7.8,2,3,0,83,4.2,Yes,Yes,80,87,Placed,Civil Engineering
4193,7.6,0,1,1,76,3.9,No,Yes,55,72,NotPlaced,Computer Science
4194,7.5,1,1,0,73,3.4,No,Yes,80,67,NotPlaced,Biotechnology
4195,7.5,1,1,0,85,4.2,No,Yes,72,62,NotPlaced,Business Administration
4196,6.8,1,1,0,82,3.9,No,No,82,64,NotPlaced,Computer Science
4197,8.3,2,3,2,81,4.7,Yes,Yes,84,85,NotPlaced,Electrical Engineering
4198,6.7,0,1,1,72,4.5,No,Yes,55,72,Placed,Mechanical Engineering
4199,6.9,1,1,1,64,4.1,No,No,64,66,NotPlaced,Mechanical Engineering
4200,8.6,0,1,1,68,4.3,No,Yes,55,63,NotPlaced,Civil Engineering
4201,8.1,2,3,0,90,4.7,Yes,Yes,79,82,Placed,Computer Science
4202,7.7,1,1,0,60,4.3,No,No,57,70,NotPlaced,Computer Science
4203,8.4,2,3,2,73,4.8,Yes,Yes,82,88,NotPlaced,Mechanical Engineering
4204,8.2,1,3,1,80,3.9,Yes,Yes,78,85,Placed,Computer Science
4205,8.5,1,3,2,90,4.8,Yes,Yes,83,84,Placed,Electrical Engineering
4206,8.3,2,3,2,81,4.1,Yes,No,82,79,Placed,Computer Science
4207,8.4,2,3,2,87,4.8,Yes,Yes,79,86,Placed,Computer Science
4208,6.9,1,2,2,77,4.0,No,Yes,55,64,NotPlaced,Computer Science
4209,6.5,0,2,1,84,4.8,No,Yes,74,84,Placed,Mechanical Engineering
4210,6.5,1,1,0,74,4.6,No,No,58,67,NotPlaced,Business Administration
4211,8.3,0,3,2,84,4.8,Yes,Yes,80,84,Placed,Mechanical Engineering
4212,8.6,2,3,0,79,4.7,Yes,No,71,79,NotPlaced,Biotechnology
4213,8.4,2,3,2,88,4.6,Yes,Yes,84,76,Placed,Electrical Engineering
4214,7.5,1,1,0,78,4.5,No,No,58,65,NotPlaced,Computer Science
4215,6.5,2,3,2,80,4.1,Yes,Yes,76,86,Placed,Computer Science
4216,6.5,2,3,2,84,4.6,Yes,Yes,69,83,NotPlaced,Business Administration
4217,7.6,1,1,1,77,3.9,No,No,55,61,NotPlaced,Mechanical Engineering
4218,8.3,2,3,2,84,4.8,Yes,Yes,82,85,Placed,Biotechnology
4219,7.4,1,1,1,72,4.6,Yes,Yes,77,83,NotPlaced,Electrical Engineering
4220,7.1,1,1,1,69,3.3,No,No,65,61,NotPlaced,Computer Science
4221,8.1,1,3,2,75,4.3,Yes,Yes,69,83,Placed,Civil Engineering
4222,8.0,1,2,2,85,4.8,Yes,Yes,68,82,Placed,Electrical Engineering
4223,7.6,1,2,1,80,4.1,No,Yes,56,65,NotPlaced,Business Administration
4224,7.4,1,1,0,75,4.3,No,Yes,62,66,NotPlaced,Civil Engineering
4225,6.5,1,3,2,90,4.8,Yes,Yes,76,82,Placed,Civil Engineering
4226,7.1,2,3,0,79,4.8,Yes,Yes,70,88,Placed,Civil Engineering
4227,8.9,1,3,1,90,4.7,Yes,Yes,72,87,NotPlaced,Computer Science
4228,8.1,2,3,2,90,4.8,Yes,Yes,89,83,Placed,Mechanical Engineering
4229,6.8,1,1,0,71,4.5,No,No,63,69,NotPlaced,Business Administration
4230,7.0,1,1,0,71,4.4,No,No,63,74,NotPlaced,Electrical Engineering
4231,8.1,2,3,2,90,4.1,Yes,Yes,75,81,Placed,Computer Science
4232,8.6,1,3,2,90,4.8,Yes,Yes,74,84,Placed,Mechanical Engineering
4233,8.2,1,3,2,90,4.4,Yes,Yes,72,87,Placed,Civil Engineering
4234,7.5,2,2,1,85,4.6,Yes,Yes,71,85,Placed,Civil Engineering
4235,7.4,0,1,2,81,3.8,Yes,Yes,72,87,NotPlaced,Computer Science
4236,8.4,1,2,2,79,4.2,Yes,No,77,81,NotPlaced,Business Administration
4237,6.5,1,1,0,65,4.3,No,No,58,69,NotPlaced,Business Administration
4238,8.3,2,3,2,86,3.9,Yes,Yes,63,85,Placed,Computer Science
4239,8.5,0,3,2,83,4.5,No,No,70,69,NotPlaced,Civil Engineering
4240,6.6,0,3,0,85,4.7,Yes,Yes,62,86,Placed,Biotechnology
4241,7.5,1,1,0,71,4.3,No,No,57,78,Placed,Computer Science
4242,7.6,1,3,1,82,4.5,Yes,Yes,84,80,Placed,Business Administration
4243,7.8,0,3,0,83,4.4,Yes,Yes,77,83,NotPlaced,Electrical Engineering
4244,6.5,1,2,0,88,4.4,No,Yes,60,72,Placed,Mechanical Engineering
4245,8.4,2,3,2,90,4.8,Yes,Yes,74,85,Placed,Computer Science
4246,7.9,1,1,1,84,4.5,Yes,Yes,71,85,Placed,Computer Science
4247,8.7,1,3,2,87,4.8,Yes,Yes,69,82,Placed,Business Administration
4248,8.1,1,3,0,81,3.7,No,Yes,55,75,NotPlaced,Computer Science
4249,7.5,0,1,1,66,4.1,No,Yes,70,64,NotPlaced,Computer Science
4250,8.1,2,3,2,87,4.7,Yes,No,73,87,Placed,Computer Science
4251,7.8,1,2,1,82,4.4,Yes,Yes,55,67,NotPlaced,Mechanical Engineering
4252,8.3,1,3,2,87,4.8,Yes,Yes,73,85,Placed,Civil Engineering
4253,8.1,0,3,2,85,4.8,Yes,Yes,79,88,NotPlaced,Computer Science
4254,8.2,1,3,2,87,4.6,Yes,Yes,78,82,Placed,Business Administration
4255,6.5,0,3,0,80,4.4,Yes,Yes,63,68,NotPlaced,Computer Science
4256,7.5,1,2,0,76,3.8,No,Yes,55,84,NotPlaced,Business Administration
4257,8.2,1,3,2,87,4.6,Yes,Yes,77,88,Placed,Biotechnology
4258,7.5,1,2,2,86,4.5,No,Yes,71,80,NotPlaced,Computer Science
4259,7.7,0,2,0,67,3.9,No,No,55,65,NotPlaced,Computer Science
4260,8.0,2,3,2,84,4.7,Yes,Yes,70,85,Placed,Business Administration
4261,7.7,0,2,0,90,4.5,Yes,Yes,86,84,Placed,Computer Science
4262,7.4,0,1,1,63,3.5,No,No,56,68,NotPlaced,Computer Science
4263,7.4,1,2,1,60,3.2,No,No,55,68,NotPlaced,Computer Science
4264,7.7,0,1,1,77,4.3,No,Yes,60,72,NotPlaced,Mechanical Engineering
4265,7.0,0,2,1,64,4.7,No,Yes,55,62,NotPlaced,Civil Engineering
4266,7.9,2,3,2,88,4.6,Yes,No,79,79,Placed,Electrical Engineering
4267,7.6,1,1,1,73,3.7,No,No,55,63,NotPlaced,Mechanical Engineering
4268,8.2,1,3,2,87,4.7,Yes,Yes,73,78,Placed,Biotechnology
4269,8.5,1,3,2,90,4.8,Yes,Yes,79,87,Placed,Mechanical Engineering
4270,7.9,2,3,2,83,4.7,Yes,No,77,80,Placed,Computer Science
4271,7.9,2,1,1,85,4.2,Yes,Yes,79,70,Placed,Civil Engineering
4272,6.8,1,1,1,85,3.9,Yes,No,71,62,NotPlaced,Computer Science
4273,7.6,1,1,3,65,4.0,Yes,Yes,55,69,NotPlaced,Civil Engineering
4274,7.3,1,1,0,68,4.4,No,No,57,61,NotPlaced,Computer Science
4275,6.9,1,2,1,81,4.3,No,Yes,59,68,NotPlaced,Mechanical Engineering
4276,8.3,2,2,1,88,4.6,Yes,Yes,80,81,Placed,Computer Science
4277,8.3,1,3,0,84,4.7,Yes,Yes,77,86,Placed,Computer Science
4278,7.5,0,3,0,65,4.3,Yes,Yes,79,84,NotPlaced,Electrical Engineering
4279,8.2,2,3,2,90,4.8,Yes,Yes,79,88,Placed,Civil Engineering
4280,7.8,0,3,0,74,4.1,No,Yes,68,67,NotPlaced,Business Administration
4281,7.7,0,2,1,81,3.8,Yes,Yes,82,65,NotPlaced,Business Administration
4282,6.6,1,1,0,72,4.2,No,No,55,61,NotPlaced,Mechanical Engineering
4283,8.0,2,3,2,90,4.8,Yes,Yes,90,86,Placed,Computer Science
4284,8.4,2,3,2,90,4.4,Yes,Yes,83,81,Placed,Mechanical Engineering
4285,8.2,2,3,2,90,4.8,Yes,Yes,85,81,Placed,Mechanical Engineering
4286,7.5,0,2,1,87,4.1,Yes,Yes,68,68,NotPlaced,Biotechnology
4287,8.3,0,3,0,87,4.4,Yes,Yes,71,66,Placed,Computer Science
4288,8.0,2,3,2,89,4.8,Yes,No,86,83,Placed,Computer Science
4289,6.5,1,2,0,86,3.9,No,No,55,67,NotPlaced,Computer Science
4290,7.4,1,2,1,83,4.2,Yes,Yes,59,74,Placed,Computer Science
4291,6.5,1,1,0,74,4.2,No,Yes,57,71,NotPlaced,Computer Science
4292,6.7,1,2,0,63,3.7,No,No,55,62,NotPlaced,Computer Science
4293,8.8,1,3,2,90,4.8,Yes,Yes,85,81,Placed,Computer Science
4294,8.2,2,3,2,90,4.8,Yes,Yes,88,80,Placed,Business Administration
4295,7.3,1,3,3,90,4.7,Yes,Yes,90,82,Placed,Electrical Engineering
4296,8.6,2,3,2,83,4.8,Yes,No,55,67,NotPlaced,Business Administration
4297,7.8,1,3,1,84,4.5,Yes,Yes,56,88,NotPlaced,Civil Engineering
4298,8.6,1,3,2,84,4.8,Yes,Yes,73,86,Placed,Computer Science
4299,8.5,1,3,2,80,4.8,Yes,Yes,84,87,Placed,Mechanical Engineering
4300,8.1,2,3,2,90,4.8,Yes,Yes,86,87,Placed,Computer Science
4301,7.7,1,3,1,79,4.4,Yes,Yes,70,84,Placed,Computer Science
4302,8.5,1,0,0,81,4.1,No,No,57,71,NotPlaced,Computer Science
4303,7.5,2,2,0,80,4.8,Yes,Yes,77,72,Placed,Mechanical Engineering
4304,8.1,0,1,1,81,4.5,Yes,Yes,60,78,Placed,Business Administration
4305,7.5,1,2,2,75,4.3,No,Yes,76,85,Placed,Mechanical Engineering
4306,8.8,2,3,2,88,4.7,Yes,Yes,73,82,Placed,Mechanical Engineering
4307,8.3,2,3,3,83,4.6,Yes,No,78,85,Placed,Electrical Engineering
4308,7.5,1,2,0,68,3.8,Yes,Yes,55,69,NotPlaced,Business Administration
4309,8.2,1,2,0,79,4.8,No,Yes,56,66,NotPlaced,Computer Science
4310,6.5,1,1,1,74,4.0,No,No,87,67,NotPlaced,Business Administration
4311,7.6,0,1,1,62,3.9,No,No,65,58,NotPlaced,Biotechnology
4312,6.5,1,1,0,78,4.1,Yes,Yes,75,84,NotPlaced,Mechanical Engineering
4313,8.6,2,3,2,90,4.8,Yes,No,82,87,Placed,Computer Science
4314,7.8,0,1,1,60,4.1,No,No,55,68,NotPlaced,Computer Science
4315,6.6,1,1,1,60,3.9,No,No,61,73,NotPlaced,Computer Science
4316,8.5,1,2,2,86,4.6,Yes,Yes,73,75,Placed,Computer Science
4317,7.3,1,1,0,76,4.2,No,Yes,55,66,NotPlaced,Electrical Engineering
4318,8.6,2,3,2,90,4.8,Yes,Yes,84,87,Placed,Mechanical Engineering
4319,7.6,1,1,1,74,4.3,Yes,Yes,61,60,NotPlaced,Computer Science
4320,8.2,2,3,2,90,4.8,Yes,Yes,79,86,Placed,Business Administration
4321,7.5,0,2,1,70,4.4,Yes,Yes,55,73,Placed,Computer Science
4322,8.8,1,2,2,85,4.8,Yes,Yes,68,87,Placed,Computer Science
4323,7.9,1,3,1,71,4.6,Yes,Yes,57,68,NotPlaced,Business Administration
4324,8.2,0,1,0,69,4.8,No,Yes,80,66,NotPlaced,Mechanical Engineering
4325,8.3,2,3,2,82,4.7,Yes,Yes,79,82,Placed,Computer Science
4326,6.9,1,1,1,73,3.6,No,No,71,57,NotPlaced,Civil Engineering
4327,7.3,1,1,1,79,4.8,Yes,No,83,78,NotPlaced,Computer Science
4328,7.6,1,1,1,62,3.4,No,No,60,62,NotPlaced,Computer Science
4329,7.4,0,1,0,71,4.4,No,No,57,66,NotPlaced,Mechanical Engineering
4330,8.5,2,3,2,90,4.2,Yes,No,73,83,Placed,Biotechnology
4331,8.2,2,3,2,75,3.9,Yes,Yes,78,69,NotPlaced,Computer Science
4332,7.4,1,2,1,78,4.4,No,Yes,81,68,NotPlaced,Electrical Engineering
4333,7.5,1,2,2,82,4.8,Yes,Yes,74,86,NotPlaced,Mechanical Engineering
4334,6.6,1,2,1,80,4.1,Yes,Yes,58,64,NotPlaced,Computer Science
4335,8.4,2,3,2,90,4.8,Yes,Yes,87,80,Placed,Computer Science
4336,8.4,2,3,2,90,4.5,Yes,Yes,73,82,Placed,Computer Science
4337,7.2,0,2,0,82,3.9,Yes,No,69,64,Placed,Computer Science
4338,8.1,2,3,2,87,4.8,Yes,Yes,78,80,NotPlaced,Computer Science
4339,8.6,1,2,1,83,4.6,No,Yes,62,81,NotPlaced,Business Administration
4340,8.3,2,3,2,90,4.8,Yes,Yes,76,80,Placed,Biotechnology
4341,7.6,0,3,0,78,4.5,Yes,Yes,72,84,NotPlaced,Civil Engineering
4342,7.9,1,1,1,69,3.9,No,No,62,60,NotPlaced,Civil Engineering
4343,8.3,0,3,1,90,4.6,Yes,Yes,87,88,Placed,Civil Engineering
4344,7.6,1,1,0,69,4.5,No,No,57,62,NotPlaced,Mechanical Engineering
4345,6.5,0,1,0,65,4.1,Yes,No,55,67,NotPlaced,Civil Engineering
4346,6.5,0,2,1,69,3.8,No,No,63,62,NotPlaced,Civil Engineering
4347,8.2,2,3,0,90,4.8,Yes,Yes,78,78,Placed,Mechanical Engineering
4348,8.3,1,1,1,77,3.4,No,No,58,63,NotPlaced,Electrical Engineering
4349,8.0,2,3,2,90,4.6,Yes,Yes,81,88,Placed,Computer Science
4350,8.3,1,3,2,77,4.5,Yes,Yes,79,74,Placed,Computer Science
4351,7.5,1,3,2,68,3.6,Yes,Yes,78,69,Placed,Computer Science
4352,8.3,1,3,0,82,4.1,No,Yes,76,70,NotPlaced,Computer Science
4353,7.6,1,1,0,76,4.6,No,Yes,59,62,NotPlaced,Electrical Engineering
4354,7.7,1,1,0,76,3.8,No,Yes,75,58,NotPlaced,Business Administration
4355,8.8,2,3,2,90,4.8,Yes,Yes,70,79,Placed,Computer Science
4356,7.6,0,1,0,68,4.0,No,Yes,56,70,NotPlaced,Computer Science
4357,6.5,1,2,1,68,3.7,No,Yes,55,66,NotPlaced,Business Administration
4358,7.5,1,2,1,78,3.8,No,Yes,65,71,NotPlaced,Civil Engineering
4359,7.8,2,3,0,90,4.8,Yes,Yes,78,83,Placed,Computer Science
4360,7.6,1,3,1,86,4.6,Yes,Yes,79,82,NotPlaced,Computer Science
4361,7.5,1,1,1,74,4.6,No,Yes,57,69,NotPlaced,Biotechnology
4362,6.5,1,3,1,76,4.8,No,Yes,65,65,NotPlaced,Electrical Engineering
4363,7.6,1,1,0,67,3.8,No,No,62,60,NotPlaced,Electrical Engineering
4364,8.5,2,3,2,90,4.7,Yes,Yes,78,84,Placed,Biotechnology
4365,7.8,2,1,0,88,4.0,No,Yes,55,69,NotPlaced,Computer Science
4366,8.0,1,2,0,85,4.3,No,Yes,59,72,NotPlaced,Computer Science
4367,8.0,1,2,0,76,4.4,Yes,Yes,61,70,Placed,Computer Science
4368,8.2,2,3,3,81,4.8,Yes,Yes,82,80,Placed,Electrical Engineering
4369,7.5,1,2,1,77,3.7,No,Yes,55,70,NotPlaced,Computer Science
4370,7.8,1,1,1,73,4.0,No,No,58,61,NotPlaced,Business Administration
4371,6.6,0,2,0,64,3.8,No,Yes,55,70,NotPlaced,Computer Science
4372,8.2,1,3,2,90,4.6,Yes,Yes,75,82,Placed,Business Administration
4373,8.4,1,3,2,89,4.2,No,No,56,63,NotPlaced,Computer Science
4374,8.3,0,3,2,87,4.7,Yes,Yes,77,83,Placed,Computer Science
4375,6.9,1,3,1,86,4.5,Yes,Yes,77,84,Placed,Mechanical Engineering
4376,7.6,1,2,0,73,3.8,No,Yes,76,64,NotPlaced,Computer Science
4377,6.5,1,2,0,74,4.0,No,Yes,80,64,Placed,Business Administration
4378,8.3,1,2,0,70,4.8,Yes,Yes,83,82,Placed,Business Administration
4379,7.9,2,3,2,88,4.7,Yes,No,81,80,Placed,Electrical Engineering
4380,7.7,1,1,1,80,4.1,Yes,No,55,69,NotPlaced,Biotechnology
4381,8.5,2,3,3,79,4.1,Yes,Yes,69,86,NotPlaced,Civil Engineering
4382,6.7,1,3,0,73,4.5,Yes,Yes,70,73,Placed,Business Administration
4383,8.5,1,3,3,70,3.8,Yes,Yes,72,85,Placed,Computer Science
4384,7.1,1,1,0,79,4.3,Yes,Yes,69,69,Placed,Computer Science
4385,8.2,1,3,2,90,4.4,Yes,Yes,79,85,NotPlaced,Business Administration
4386,7.9,2,3,2,79,4.1,No,Yes,76,87,NotPlaced,Business Administration
4387,7.4,1,2,1,79,4.4,Yes,Yes,55,62,Placed,Mechanical Engineering
4388,7.3,1,2,1,68,4.6,Yes,No,75,83,NotPlaced,Civil Engineering
4389,7.6,1,1,0,70,4.5,No,No,69,74,NotPlaced,Computer Science
4390,8.4,0,2,0,69,4.0,Yes,Yes,55,72,Placed,Biotechnology
4391,8.2,1,3,2,85,4.6,Yes,Yes,76,85,NotPlaced,Mechanical Engineering
4392,6.6,2,3,0,75,3.9,Yes,Yes,55,81,NotPlaced,Business Administration
4393,6.8,1,1,0,67,4.1,Yes,No,61,71,NotPlaced,Computer Science
4394,7.7,1,1,0,80,4.2,Yes,Yes,79,84,Placed,Computer Science
4395,8.3,2,3,2,77,4.0,Yes,Yes,55,70,NotPlaced,Biotechnology
4396,8.4,2,1,0,84,4.4,Yes,Yes,83,58,NotPlaced,Computer Science
4397,7.9,0,3,2,89,4.5,No,Yes,79,80,NotPlaced,Computer Science
4398,8.3,2,3,2,90,4.8,Yes,Yes,81,81,Placed,Civil Engineering
4399,7.1,1,2,2,81,4.8,Yes,Yes,70,84,NotPlaced,Civil Engineering
4400,6.8,1,2,0,81,4.2,Yes,Yes,72,84,NotPlaced,Electrical Engineering
4401,6.6,1,1,0,86,4.4,Yes,Yes,68,69,Placed,Mechanical Engineering
4402,7.9,1,1,1,70,3.4,No,No,62,71,NotPlaced,Computer Science
4403,7.4,1,1,1,82,3.7,No,No,56,75,NotPlaced,Civil Engineering
4404,8.2,0,3,2,75,4.6,Yes,Yes,85,62,Placed,Biotechnology
4405,8.0,2,3,2,90,4.3,No,Yes,67,86,Placed,Computer Science
4406,8.8,2,2,2,89,4.8,Yes,Yes,86,85,NotPlaced,Computer Science
4407,6.5,1,2,0,80,3.8,No,Yes,55,60,NotPlaced,Mechanical Engineering
4408,6.6,0,1,0,78,4.8,No,No,62,72,NotPlaced,Biotechnology
4409,8.5,0,3,2,90,4.7,Yes,No,84,60,Placed,Mechanical Engineering
4410,6.8,1,2,0,73,4.3,No,Yes,79,62,Placed,Electrical Engineering
4411,7.7,1,2,0,77,4.2,Yes,Yes,55,69,Placed,Computer Science
4412,7.5,1,3,1,74,4.7,Yes,Yes,78,68,Placed,Business Administration
4413,7.8,1,1,0,79,3.8,Yes,Yes,58,61,NotPlaced,Business Administration
4414,7.9,2,3,2,90,4.7,Yes,Yes,77,84,Placed,Civil Engineering
4415,8.7,2,3,0,72,4.3,No,Yes,64,66,Placed,Civil Engineering
4416,8.5,1,1,0,73,4.0,No,Yes,61,63,NotPlaced,Computer Science
4417,8.0,1,2,0,90,4.7,Yes,Yes,73,80,Placed,Computer Science
4418,8.0,2,1,0,90,4.3,No,Yes,71,83,NotPlaced,Computer Science
4419,7.8,1,1,0,68,4.3,Yes,Yes,56,72,NotPlaced,Computer Science
4420,6.5,1,2,0,79,4.5,No,Yes,55,67,NotPlaced,Computer Science
4421,7.8,1,1,2,82,4.2,Yes,Yes,55,86,NotPlaced,Business Administration
4422,6.5,1,2,1,74,4.6,Yes,Yes,62,72,NotPlaced,Civil Engineering
4423,7.9,1,2,1,77,4.4,Yes,No,83,64,NotPlaced,Civil Engineering
4424,6.9,2,1,2,89,4.7,Yes,Yes,78,81,Placed,Electrical Engineering
4425,7.9,2,3,2,90,4.8,Yes,Yes,86,79,Placed,Computer Science
4426,6.5,1,2,0,76,4.1,Yes,Yes,81,83,Placed,Electrical Engineering
4427,7.6,1,1,0,84,4.5,No,Yes,63,81,Placed,Computer Science
4428,7.8,1,2,0,72,4.4,Yes,Yes,55,69,NotPlaced,Computer Science
4429,6.7,0,1,1,81,4.1,No,Yes,81,64,NotPlaced,Mechanical Engineering
4430,6.5,1,2,0,70,3.9,No,Yes,63,63,NotPlaced,Computer Science
4431,8.5,2,3,2,90,4.6,Yes,Yes,79,81,Placed,Business Administration
4432,8.1,1,2,1,76,3.7,No,Yes,69,82,NotPlaced,Mechanical Engineering
4433,7.7,0,1,0,67,3.8,No,Yes,57,66,NotPlaced,Computer Science
4434,7.7,0,1,0,81,4.4,Yes,Yes,76,68,NotPlaced,Business Administration
4435,7.8,1,3,2,84,4.6,Yes,Yes,66,84,Placed,Civil Engineering
4436,8.3,1,1,1,75,3.9,Yes,Yes,55,73,Placed,Computer Science
4437,8.5,1,3,2,90,4.7,Yes,Yes,75,86,Placed,Mechanical Engineering
4438,8.1,0,1,1,70,3.7,No,Yes,57,69,NotPlaced,Computer Science
4439,6.6,1,3,0,71,4.2,No,No,55,66,NotPlaced,Civil Engineering
4440,7.4,0,1,1,61,3.8,No,No,62,64,NotPlaced,Computer Science
4441,8.1,1,3,2,69,4.6,Yes,Yes,55,80,NotPlaced,Electrical Engineering
4442,8.4,2,3,2,90,4.8,Yes,Yes,85,82,Placed,Mechanical Engineering
4443,7.0,1,1,1,69,4.0,Yes,Yes,76,65,NotPlaced,Mechanical Engineering
4444,6.8,1,2,1,73,4.3,Yes,No,86,71,NotPlaced,Mechanical Engineering
4445,7.7,0,2,1,81,4.6,Yes,Yes,59,72,NotPlaced,Computer Science
4446,8.7,2,3,2,90,4.3,Yes,Yes,84,86,Placed,Mechanical Engineering
4447,8.2,1,1,1,69,4.2,No,No,58,62,NotPlaced,Computer Science
4448,8.1,0,1,0,88,4.3,No,No,55,61,NotPlaced,Mechanical Engineering
4449,8.4,1,3,0,74,4.6,No,Yes,70,69,NotPlaced,Electrical Engineering
4450,8.2,1,3,2,79,4.8,Yes,Yes,71,82,Placed,Biotechnology
4451,7.6,2,3,1,74,4.2,Yes,Yes,81,63,NotPlaced,Business Administration
4452,8.9,1,3,1,74,4.5,Yes,Yes,62,81,Placed,Civil Engineering
4453,7.7,1,2,0,80,4.1,Yes,Yes,73,62,NotPlaced,Electrical Engineering
4454,7.4,1,1,0,71,3.9,No,Yes,55,59,NotPlaced,Electrical Engineering
4455,8.2,2,3,2,90,4.5,Yes,Yes,74,81,Placed,Civil Engineering
4456,8.0,2,2,2,86,4.5,Yes,Yes,76,85,Placed,Electrical Engineering
4457,8.3,0,3,2,90,4.3,Yes,Yes,63,88,Placed,Computer Science
4458,7.5,0,3,0,88,4.0,No,Yes,71,86,NotPlaced,Biotechnology
4459,8.7,2,2,2,90,4.7,Yes,Yes,76,85,Placed,Computer Science
4460,8.1,0,2,0,78,4.0,No,No,58,68,NotPlaced,Business Administration
4461,8.2,2,3,2,90,4.8,Yes,Yes,85,80,Placed,Civil Engineering
4462,8.5,2,3,2,90,4.8,Yes,Yes,90,83,Placed,Civil Engineering
4463,8.0,1,3,2,79,4.8,Yes,Yes,83,85,Placed,Civil Engineering
4464,7.2,1,1,1,72,4.0,No,Yes,55,69,Placed,Civil Engineering
4465,7.2,1,3,0,77,4.6,No,Yes,75,75,NotPlaced,Computer Science
4466,7.1,2,3,0,75,3.5,Yes,No,69,69,NotPlaced,Mechanical Engineering
4467,8.0,2,3,2,89,4.8,Yes,Yes,86,81,Placed,Computer Science
4468,8.4,2,3,1,87,4.7,Yes,Yes,80,82,Placed,Computer Science
4469,8.0,2,3,2,90,4.8,Yes,Yes,82,81,Placed,Computer Science
4470,8.1,2,3,2,84,4.6,Yes,Yes,83,88,Placed,Computer Science
4471,6.5,1,1,0,61,3.6,No,Yes,63,65,NotPlaced,Electrical Engineering
4472,8.3,0,2,2,77,3.8,Yes,Yes,55,74,NotPlaced,Computer Science
4473,8.1,2,3,2,90,4.7,Yes,Yes,77,84,Placed,Computer Science
4474,7.8,0,2,0,74,4.3,No,No,56,64,NotPlaced,Civil Engineering
4475,7.4,2,1,2,70,4.3,No,Yes,76,67,NotPlaced,Electrical Engineering
4476,7.9,1,1,1,79,4.0,No,No,55,61,NotPlaced,Computer Science
4477,6.7,2,2,0,65,4.7,No,No,66,62,NotPlaced,Civil Engineering
4478,7.2,1,1,0,84,4.3,No,Yes,63,67,NotPlaced,Electrical Engineering
4479,8.3,2,1,1,81,4.0,Yes,Yes,55,70,Placed,Electrical Engineering
4480,8.1,1,2,1,80,4.4,Yes,Yes,76,85,Placed,Civil Engineering
4481,7.5,1,3,0,80,4.3,Yes,Yes,73,73,NotPlaced,Computer Science
4482,8.2,2,1,2,81,4.0,Yes,Yes,83,86,NotPlaced,Mechanical Engineering
4483,8.3,1,2,1,85,4.8,Yes,Yes,67,82,Placed,Biotechnology
4484,7.6,1,1,0,79,4.0,No,Yes,62,69,NotPlaced,Civil Engineering
4485,7.5,1,1,1,70,4.6,No,Yes,55,65,NotPlaced,Civil Engineering
4486,8.7,1,3,0,90,4.2,Yes,Yes,71,68,Placed,Mechanical Engineering
4487,7.6,0,2,0,84,4.2,No,No,74,69,NotPlaced,Computer Science
4488,7.6,1,1,0,88,4.2,Yes,Yes,55,57,Placed,Mechanical Engineering
4489,7.6,0,1,1,76,4.5,No,No,65,68,NotPlaced,Biotechnology
4490,8.3,2,2,0,81,4.0,Yes,No,75,82,Placed,Computer Science
4491,7.6,0,2,1,60,4.3,No,Yes,55,60,NotPlaced,Business Administration
4492,8.0,2,3,1,87,4.7,Yes,Yes,87,86,Placed,Computer Science
4493,8.4,1,3,1,84,4.5,Yes,Yes,75,88,Placed,Mechanical Engineering
4494,8.4,2,3,2,83,4.8,Yes,No,79,82,NotPlaced,Civil Engineering
4495,7.5,2,1,0,71,3.4,Yes,No,84,65,NotPlaced,Computer Science
4496,6.5,1,1,0,81,3.9,No,Yes,55,70,NotPlaced,Business Administration
4497,7.6,1,2,1,79,4.2,No,Yes,73,85,Placed,Civil Engineering
4498,7.6,1,2,0,74,4.6,No,Yes,59,60,NotPlaced,Computer Science
4499,8.0,1,3,0,81,4.3,Yes,Yes,72,71,NotPlaced,Computer Science
4500,7.6,0,2,0,79,4.0,Yes,Yes,55,70,NotPlaced,Computer Science
4501,8.6,1,3,2,90,4.8,Yes,Yes,74,87,Placed,Computer Science
4502,7.2,1,2,2,76,3.6,No,No,60,75,NotPlaced,Biotechnology
4503,7.6,1,3,2,72,4.2,No,No,55,60,NotPlaced,Mechanical Engineering
4504,7.5,1,3,1,89,4.8,Yes,Yes,80,86,NotPlaced,Mechanical Engineering
4505,7.6,0,2,1,85,4.6,No,Yes,72,64,Placed,Mechanical Engineering
4506,7.0,1,3,0,90,4.2,No,Yes,72,84,Placed,Computer Science
4507,8.0,1,3,3,90,4.7,Yes,Yes,68,85,Placed,Computer Science
4508,7.4,1,1,0,70,4.0,No,Yes,55,67,NotPlaced,Computer Science
4509,8.1,2,3,0,90,4.4,No,Yes,78,86,Placed,Computer Science
